Name,Address_full,Phone_number,Website,Rating,Region,Category
Ajm Traiteur,"31 Rue de la Méditerranée, 34070 Montpellier, France",+33 6 62 16 42 83,http://ajm-traiteur-restaurant.eatbu.com/,"4,8",Occitanie,Caterer
Jad'Or Traiteur,,+33 6 35 90 92 82,http://www.jador-traiteur.fr/?utm_source=gmb,"4,3",Occitanie,Caterer
Artisan Traiteur Toulouse,"Rue Bertrand de Born, 31000 Toulouse, France",,https://www.artisan-traiteur-toulouse.com/,"4,6",Occitanie,Caterer
Fée du jour,,+33 6 17 02 11 81,,"4,7",Occitanie,Caterer
Lydian Traiteur,,+33 6 10 46 93 51,http://www.lydiantraiteur.com/,5,Occitanie,Caterer
La table des Cocottes,"11 Rue de Dreuilhe, 31250 Revel, France",+33 7 66 77 91 92,https://www.la-table-des-cocottes.fr/,"4,9",Occitanie,Restaurant
"TeaBubbles /Traiteur pour Brunchs, Buffet, Événements Professionnels, Gourmandises et Bubble Tea|Toulouse et aux Alentours.",,+33 6 98 90 90 15,,5,Occitanie,Caterer
alatoque.com,"6 Rue Miramar, 31200 Toulouse, France",+33 5 61 30 04 15,https://alatoque.com/,"4,7",Occitanie,Caterer
Sandy Traiteur - Traiteur apéro dînatoire & grazing table,,+33 6 03 30 05 16,,"4,7",Occitanie,Caterer
M'îles Délices - traiteur Toulouse,"71 Av. de Muret, 31300 Toulouse, France",+33 6 26 81 41 33,http://www.milesdelices.fr/,"4,6",Occitanie,Caterer
Lecomte Traiteur,"120 Rue des Iris, 34130 Mauguio, France",+33 6 83 42 78 12,https://www.lecomte-traiteur.fr/,5,Occitanie,Caterer
Calamel Traiteur,,+33 6 23 88 80 23,https://calamel-traiteur.com/,"4,9",Occitanie,Caterer
Cocottes Gourmandes,"13 Rue Jules Ferry, 34170 Castelnau-le-Lez, France",+33 9 52 27 07 75,http://www.cocottesgourmandes.fr/,"4,9",Occitanie,Caterer
E.Leclerc TRAITEUR Saint-Orens,"Rte de Revel, 31650 Saint-Orens-de-Gameville, France",+33 5 61 17 17 75,https://www-traiteur.leclercdrive.fr/passerelle/passerelle.aspx?param=MAGASIN123161&vue=32,4,Occitanie,Caterer
MO Marché Occitan,"27 Av. des Aérostiers, 31130 Balma, France",+33 5 62 57 17 24,https://marcheoccitan.fr/,"4,2",Occitanie,Caterer
12 dans l'assiette,,+33 6 48 34 15 82,https://12danslassiette.fr/,"4,8",Occitanie,Caterer
Lo Gourmand Traiteur,,+33 6 67 61 02 14,,5,Occitanie,Caterer
Yvette Traiteur Toulouse,,+33 5 61 73 95 96,https://www.yvette-toulouse.fr/,5,Occitanie,Caterer
Côté traiteur 34,,+33 7 68 78 58 59,http://www.cote-traiteur34.fr/,5,Occitanie,Caterer
Maison Pao Magny - Traiteur,,+33 6 83 01 83 86,http://www.paomagny-traiteur.fr/,"4,2",Occitanie,Caterer
Cosmopol'eat - Food truck & traiteur - Cuisine du monde,,+33 6 68 67 38 20,https://cosmopoleat.fr/,5,Occitanie,Mobile caterer
Chez Hugo - Viandes & Fromages d'Occitanie,"36 Rue Jean Pascal, 31620 Labastide-Saint-Sernin, France",+33 6 33 55 71 57,https://www.facebook.com/ChezHugoLabastide,"4,9",Occitanie,Caterer
La Broche du Village,,+33 7 62 74 60 16,https://www.facebook.com/La-Broche-du-Village-116012026903818/,5,Occitanie,Caterer
APERO66 - Traiteur évènementiel,,+33 6 75 81 09 15,https://www.apero66.fr/,"4,9",Occitanie,Caterer
Traiteur Maison Dumas,"Prairies de Flourac, 09400 Surba, France",+33 5 61 05 95 10,http://www.maison-dumas.com/,"4,3",Occitanie,Caterer
Celine Traiteur,,+33 6 09 54 23 13,,5,Occitanie,Mobile caterer
ADM TRAITEUR,"43 Rue de la République, 31330 Grenade, France",+33 6 89 36 44 77,https://admtraiteur.wixsite.com/admtraiteur,"3,7",Occitanie,Caterer
traiteur grand,,+33 6 12 45 54 51,,5,Occitanie,Caterer
Tolosa-Paëlla,"10 Rue des Coquelicots, 31280 Mons, France",+33 6 69 58 14 34,http://tolosa-paella.fr/,5,Occitanie,Caterer
Gout A Nou-traiteur-reunionnais,"8 Rue Française, 34500 Béziers, France",+33 4 67 36 88 10,,"4,5",Occitanie,Caterer
Le 11 à table,,+33 7 83 06 11 87,http://www.le11atable.com/,5,Occitanie,Caterer
Le P'tit Gourmand,"7 Bd Lascrosses, 31000 Toulouse, France",+33 5 61 12 21 49,,"3,7",Occitanie,Caterer
E.Leclerc TRAITEUR Castres,"Lieu dit Plombières, 81100 Castres, France",+33 5 63 51 75 81,https://www-traiteur.leclercdrive.fr/passerelle/passerelle.aspx?param=MAGASIN078161&vue=32,"3,9",Occitanie,Caterer
Sophie la cuisine qui voyage - Chef à Domicile - Traiteur - Narbonne - Beziers,,+33 6 84 97 59 35,https://linktr.ee/sophiezaidi?utm_source=linktree_admin_share,5,Occitanie,Caterer
Berna traiteur,,+33 7 87 76 64 57,http://berna-traiteur.eatbu.com/,"4,9",Occitanie,Caterer
E.Leclerc TRAITEUR Castelnaudary,"129 Avenue Monseigneur Delangle, 11400 Castelnaudary, France",+33 4 68 94 64 23,https://www-traiteur.leclercdrive.fr/passerelle/passerelle.aspx?param=MAGASIN051161&vue=32,5,Occitanie,Caterer
sarl les mangetout,"6 Rue Elsa Triolet, 11600 Conques-sur-Orbiel, France",+33 6 26 65 34 32,,5,Occitanie,Caterer
E.Leclerc TRAITEUR Rouffiac Tolosan,"RN 88 Rte d'Albi, 31180 Rouffiac-Tolosan, France",+33 5 61 37 65 15,https://www-traiteur.leclercdrive.fr/passerelle/passerelle.aspx?param=MAGASIN153161&vue=32,"3,4",Occitanie,Caterer
Chez Marta - Spécialités Portugaises,"6 Imp. de la Sauveté, 31790 Saint-Sauveur, France",+33 7 77 44 66 83,http://www.chezmarta.fr/,"4,9",Occitanie,Caterer
Saveurs Zoréoles - Traiteur Réunionnais,,+33 6 70 16 47 10,https://saveurs-zoreoles.fr/,5,Occitanie,Caterer
Cuisine de Ju - Traiteur Sigean,,+33 6 10 57 34 47,https://www.traiteursigean.com/,5,Occitanie,Mobile caterer
E.Leclerc TRAITEUR Lescure d'albigeois,"route de carmaux, 81130 Lescure-d'Albigeois, France",+33 5 63 77 84 70,https://www-traiteur.leclercdrive.fr/passerelle/passerelle.aspx?param=MAGASIN028161&vue=32,"3,8",Occitanie,Caterer
Didier Pla Traiteur,,+33 4 68 38 28 15,http://www.didier-pla-traiteur.fr/,5,Occitanie,Caterer
SYS TRAITEUR,,+33 6 63 14 73 23,,5,Occitanie,Caterer
Traiteur Les Trois N,,+33 6 20 13 82 54,,,Occitanie,Caterer
E.Leclerc TRAITEUR Roques sur Garonne,"3 All. de Fraixinet, 31120 Roques, France",+33 5 61 72 72 52,https://www-traiteur.leclercdrive.fr/passerelle/passerelle.aspx?param=MAGASIN103161&vue=32,"3,6",Occitanie,Caterer
E.Leclerc TRAITEUR Villefranche de Rouergue,"Lieu-dit Bernussous, 12200 Villefranche-de-Rouergue, France",+33 5 65 65 13 04,https://www-traiteur.leclercdrive.fr/passerelle/passerelle.aspx?param=MAGASIN031261&vue=32,5,Occitanie,Caterer
Les Délices d'Isa,"895 Rte des Gaux, 81290 Labruguière, France",+33 6 88 79 39 04,https://www.facebook.com/profile.php?id=100031616711946,"4,8",Occitanie,Caterer
E.Leclerc TRAITEUR Pézenas,"90 Rte de Tourbes, 34120 Pézenas, France",+33 4 67 98 15 99,https://www-traiteur.leclercdrive.fr/passerelle/passerelle.aspx?param=MAGASIN813461&vue=32,"4,7",Occitanie,Caterer
"SOLEIL VANILLE ""FOOD TRUCK 974 »",,+33 6 99 51 74 38,,5,Occitanie,Caterer
"Atelier12 Marseillan, Traiteur, Plats à emporter",,+33 6 69 35 16 14,http://www.atelier12.e-monsite.com/,"4,9",Occitanie,Caterer
Les Délices à Jojo - Traiteur sur Mesure au Mas d'Azil,"16 Rue Droite, 09290 Le Mas-d'Azil, France",+33 6 15 35 46 28,http://www.lesdelicesajojo.fr/,5,Occitanie,Caterer
Catering and Dining Amelie,"Chem. des Garrigues, 34130 Mauguio, France",+33 6 16 42 18 59,https://www.amelietraiteur.com/,"4,3",Occitanie,Caterer
La Toque Gourmande Maison PAGÈS Canet,"42 Bis Av. de la Méditerranée, 66140 Canet-en-Roussillon, France",+33 4 68 73 26 26,https://www.facebook.com/profile.php?id=100087388722980,"4,6",Occitanie,Caterer
Theo Courdy - Traiteur Brasero Saint-Affrique,,+33 6 41 95 99 72,https://docs.google.com/forms/d/e/1FAIpQLSexWEpLmcVYt1CpuhkDK8bzXGiMglfn_pD7mBfNrw28BPmvFg/viewform?usp=pp_url,5,Occitanie,Mobile caterer
Chez le p'tit Tahitien,,+33 7 84 60 84 71,https://chezleptittahitien-86.webselfsite.net/,,Occitanie,Caterer
Les Voyages du Terroir,"638 Rte des Très Caps, 31330 Merville, France",+33 6 52 86 40 94,http://lesvoyagesduterroir.eatbu.com/,"4,2",Occitanie,Caterer
Alliance traiteur,,+33 4 67 43 84 20,http://www.alliance-traiteur.fr/,4,Occitanie,Caterer
Le Petit Saïgon traiteur asiatique,,+33 6 66 63 42 42,,5,Occitanie,Caterer
E.Leclerc TRAITEUR Le Boulou,"RN 9, 66160 Le Boulou, France",+33 4 68 87 98 98,https://www-traiteur.leclercdrive.fr/passerelle/passerelle.aspx?param=MAGASIN036661&vue=32,"4,3",Occitanie,Caterer
E.Leclerc TRAITEUR Limoux,"1 Rue Georges Guynemer, 11300 Limoux, France",+33 4 68 74 60 70,https://www-traiteur.leclercdrive.fr/passerelle/passerelle.aspx?param=MAGASIN011161&vue=32,5,Occitanie,Caterer
Traiteur les 2 S,,+33 6 52 32 14 72,,,Occitanie,Caterer
E.Leclerc TRAITEUR Beziers,"Av. du Pech de Valras, 34500 Béziers, France",+33 4 67 62 82 80,https://www-traiteur.leclercdrive.fr/passerelle/passerelle.aspx?param=MAGASIN033461&vue=32,"4,6",Occitanie,Caterer
Nour' Dine l'inspiration Traiteur,,+33 9 73 64 65 92,,,Occitanie,Caterer
Traiteur Le Labo Montpellier,,+33 6 69 61 32 11,https://www.instagram.com/lelabo.montpellier/,,Occitanie,Caterer
Sud Aveyron Traiteur,"4 Bd Victor Hugo, 12400 Saint-Affrique, France",+33 6 84 17 20 66,,5,Occitanie,Caterer
Sarrio traiteur,,+33 6 72 76 64 30,,,Occitanie,Caterer
Traiteur les saveurs de l’Hérault,,+33 6 14 44 98 26,http://saveursdelherault.fr/,,Occitanie,Caterer
La Côte Occitane,"35 Pl. du 11 Novembre 1918, 12310 Laissac-Sévérac l'Église, France",+33 5 65 70 65 57,https://www.facebook.com/profile.php?id=100057324714440,"4,8",Occitanie,Caterer
E.Leclerc TRAITEUR Albi,"Rue des Portes d'Albi, 81000 Albi, France",+33 5 63 47 34 74,https://www-traiteur.leclercdrive.fr/passerelle/passerelle.aspx?param=MAGASIN018161&vue=32,"3,9",Occitanie,Caterer
Bamaé Cook,,+33 6 21 68 02 96,https://bamae-cook-foodtruck.eatbu.com/?lang=fr,5,Occitanie,Mobile caterer
L’Etoile Gourmet,"La Souque, 81240 Albine, France",,,5,Occitanie,Caterer
Pierre Sangerma Traiteur,,+33 6 09 11 34 01,http://www.traiteur-salses.fr/,5,Occitanie,Caterer
E.Leclerc TRAITEUR Villemur sur Tarn,"31 Rue Pierre Marchet, 31340 Villemur-sur-Tarn, France",+33 5 34 27 23 44,https://www-traiteur.leclercdrive.fr/passerelle/passerelle.aspx?param=MAGASIN073161&vue=32,,Occitanie,Caterer
E.Leclerc TRAITEUR Béziers - Montimaran,"ZAC Montimaran, 34500 Béziers, France",+33 4 67 11 64 00,https://www-traiteur.leclercdrive.fr/passerelle/passerelle.aspx?param=MAGASIN133461&vue=32,3,Occitanie,Caterer
E.Leclerc TRAITEUR Castres Siala,"Route de Mazamet, 81100 Castres, France",+33 5 63 62 04 00,https://www-traiteur.leclercdrive.fr/passerelle/passerelle.aspx?param=MAGASIN088161&vue=32,3,Occitanie,Caterer
Monsieur LOUIS Traiteur,"Mas Destrech, 34590 Marsillargues, France",+33 4 67 22 11 11,https://www.mltraiteur.fr/,"4,1",Occitanie,Caterer
E.Leclerc TRAITEUR Narbonne,"25 Voie des Elysiques, 11100 Narbonne, France",+33 4 68 45 00 00,https://www-traiteur.leclercdrive.fr/passerelle/passerelle.aspx?param=MAGASIN031161&vue=32,"3,8",Occitanie,Caterer
Chef Kevin Desire,,+33 7 53 33 80 08,https://www.chef-desire-kevin.fr/,5,Occitanie,Caterer
B Traiteur,"106 Chem. du Rieu, 30340 Saint-Privat-des-Vieux, France",+33 6 89 36 57 45,http://www.baldy-traiteur.com/,"4,4",Occitanie,Caterer
L'atelier de Thyfaine - Traiteur Evènementiel Montauban - Traiteur Mariage,,+33 6 68 47 39 46,,,Occitanie,Caterer
Fred et Lalie,"24 Rue de Vaure, 31250 Revel, France",+33 5 36 47 34 03,http://www.fredetlalie.com/,"4,6",Occitanie,Caterer
Chez Léa Traiteur,,+33 6 48 60 51 29,https://www.chezlea-traiteur.fr/,,Occitanie,Caterer
Benoit Aujard traiteur,,+33 7 85 04 86 21,https://sas-bathimi-traiteur.odoo.com/,5,Occitanie,Caterer
Saveurs Réunionnaises,,+33 6 51 76 53 17,,,Occitanie,Caterer
E.Leclerc TRAITEUR Saint-Lys,"615 Rte de Toulouse, 31470 Saint-Lys, France",+33 5 62 20 08 00,https://www-traiteur.leclercdrive.fr/passerelle/passerelle.aspx?param=MAGASIN163161&vue=32,"2,5",Occitanie,Caterer
De la côte au filet - Brasero - Traiteur - Bar à huîtres - Mariages - Événementielles - Anniversaires,,+33 6 44 88 75 31,,5,Occitanie,Caterer
Les Savouries Traiteur,"16 Rue André Blondel, 34500 Béziers, France",+33 4 30 41 42 92,https://www.savouries-traiteur.fr/,5,Occitanie,Caterer
Les saveurs de yo,,+33 6 74 28 25 46,https://www.instagram.com/lessaveursdeyo?igsh=OGQ5ZDc2ODk2ZA==,5,Occitanie,Patisserie
E.Leclerc TRAITEUR Carcassonne,"995 rue Jean Batiste COLBERT, 11000 Carcassonne, France",+33 4 68 10 20 72,https://www-traiteur.leclercdrive.fr/passerelle/passerelle.aspx?param=MAGASIN021161&vue=32,"3,2",Occitanie,Caterer
Abadie traiteur,"11 Bd du Général de Lattre de Tassigny, 65000 Tarbes, France",+33 5 62 93 07 17,http://www.abadietraiteur.fr/,"4,2",Occitanie,Caterer
MK Traiteur,,+33 6 87 90 92 29,https://mktraiteur.wixsite.com/lamaisondessaveurs,,Occitanie,Caterer
Comparateur Traiteur,,+33 7 56 10 76 29,https://comparateur-traiteur.com/,,Occitanie,Caterer
E.Leclerc TRAITEUR Blagnac,"2 All. Emile Zola, 31700 Blagnac, France",+33 5 62 74 74 99,https://www-traiteur.leclercdrive.fr/passerelle/passerelle.aspx?param=MAGASIN143161&vue=32,"3,2",Occitanie,Caterer
Traiteur L'Art des Mets (81),,+33 7 49 34 42 90,,,Occitanie,Caterer
E.Leclerc TRAITEUR Onet le chateau,"pôle commercial Comtal, 12850 Onet-le-Château, France",+33 5 65 74 59 00,https://www-traiteur.leclercdrive.fr/passerelle/passerelle.aspx?param=MAGASIN021261&vue=32,4,Occitanie,Caterer
E.Leclerc TRAITEUR Gaillac,"Route de Toulouse, 81600 Gaillac, France",+33 5 63 57 72 68,https://www-traiteur.leclercdrive.fr/passerelle/passerelle.aspx?param=MAGASIN038161&vue=32,"3,3",Occitanie,Caterer
brasero and co 31,,,https://braseroandco31.fr/,,Occitanie,Caterer
O'Delices de Cindy,,,http://www.odelicesdecindy.com/,"1,8",Occitanie,Caterer
Sud-Est Traiteur,"9 Rue des Vergers, 34130 Mudaison, France",+33 4 67 87 16 00,https://sud-est-traiteur.fr/,"3,2",Occitanie,Caterer
La Table de Cana Montpellier,"515 Rue de l'Industrie, 34070 Montpellier, France",+33 6 70 77 45 52,https://latabledecanamontpellier.fr/,"4,1",Occitanie,Caterer
Bichebox Apéro,,+33 6 61 14 09 58,,5,Occitanie,Caterer
TRAITEUR AUBRAC,,+33 6 41 76 82 66,http://www.traiteur-aubrac-bapla.fr/,,Occitanie,Caterer
Les Oubliés,"210 Rue Sébastien Vie, 11000 Carcassonne, France",+33 7 44 61 10 54,https://www.lesoublies.fr/,"4,7",Occitanie,Caterer
E.Leclerc TRAITEUR Estancarbon,"10 Av. du Cagire, 31800 Estancarbon, France",+33 5 61 94 64 64,https://www-traiteur.leclercdrive.fr/passerelle/passerelle.aspx?param=MAGASIN133161&vue=32,"2,8",Occitanie,Caterer
Pause et Papilles Traiteur,,+33 6 33 11 48 97,http://www.traiteur-bio-montpellier.fr/,,Occitanie,Caterer
cuisine de ju - traiteur sigean,,+33 6 10 57 34 47,https://www.traiteursigean.com/,,Occitanie,Mobile caterer
Traiteur Conflent,,+33 6 82 73 04 39,,,Occitanie,Caterer
Guilhem Traiteur,,+33 6 61 10 80 46,https://guilhem-traiteur.fr/,,Occitanie,Caterer
M Traiteur,,+33 6 44 18 86 41,,,Occitanie,Caterer
La Valenciana,"le Serayet Roucayrol, 12800 Saint-Just-sur-Viaur, France",+33 6 46 46 62 78,https://lavalenciana-traiteur-aveyron.fr/,5,Occitanie,Caterer
Paella Traditionnelle,"26 Rue d'Aquitaine, 31200 Toulouse, France",+33 6 71 42 72 48,http://paella-livraison-toulouse.com/,"4,6",Occitanie,Caterer
Cocottes et Faitout Traiteur,,+33 6 58 06 74 91,https://www.cocottesetfaitout.fr/,,Occitanie,Caterer
Les Gourmands Roulante,,+33 6 22 79 74 46,https://lesgourmandsroulants.fr/,,Occitanie,Mobile caterer
Les délices de Sohan,,+33 7 87 59 19 53,,,Occitanie,Caterer
Isi Traiteur,,+33 6 67 28 97 57,http://isitraiteur.wixsite.com/isitraiteur,"3,5",Occitanie,Caterer
E.Leclerc TRAITEUR Lunel,"Rue du Levant, 34400 Lunel, France",+33 4 67 83 57 29,https://www-traiteur.leclercdrive.fr/passerelle/passerelle.aspx?param=MAGASIN053461&vue=32,"2,5",Occitanie,Caterer
E.Leclerc TRAITEUR Foix,"RN 20 Rte d'Espagne, 09000 Foix, France",+33 5 61 02 68 68,https://www-traiteur.leclercdrive.fr/passerelle/passerelle.aspx?param=MAGASIN020961&vue=32,,Occitanie,Caterer
E.Leclerc TRAITEUR Saint laurent les tours,"1125 Av. Charles de Gaulle, 46400 Saint-Laurent-les-Tours, France",+33 5 65 38 00 65,https://www-traiteur.leclercdrive.fr/passerelle/passerelle.aspx?param=MAGASIN054661&vue=32,"4,3",Occitanie,Caterer
Traiteur des deux vallées - Dordogne,,+33 5 53 31 68 26,http://cuisinier-des-deux-vallees.com/,"4,6",Occitanie,Caterer
sys traiteur,,+33 6 63 14 73 23,,,Occitanie,Caterer
E.Leclerc TRAITEUR Biars-sur-Cere,"Av. de la République, 46130 Biars-sur-Cère, France",+33 5 65 10 22 00,https://www-traiteur.leclercdrive.fr/passerelle/passerelle.aspx?param=MAGASIN044661&vue=32,"3,2",Occitanie,Caterer
Quiwi,,+33 7 70 38 03 78,,"4,8",Occitanie,Mobile caterer
E.Leclerc TRAITEUR Castelsarrasin,"1400 Rte de Moissac, 82100 Castelsarrasin, France",+33 5 63 32 78 00,https://www-traiteur.leclercdrive.fr/passerelle/passerelle.aspx?param=MAGASIN028261&vue=32,,Occitanie,Caterer
Les gourmandises de Sandra 81,,+33 6 29 64 15 15,,,Occitanie,Caterer
Falcou Traiteur - Evènement Professionnel & Mariage - Toulouse,,+33 5 62 89 04 73,https://falcou.fr/,,Occitanie,Caterer
E.Leclerc TRAITEUR Orleix,"Route d’Auch, 65800 Orleix, France",+33 5 62 53 30 54,https://www-traiteur.leclercdrive.fr/passerelle/passerelle.aspx?param=MAGASIN066561&vue=32,,Occitanie,Caterer
Box Eat,,+33 4 67 87 69 79,https://www.box-eat.fr/,4,Occitanie,Delivery Restaurant
E.Leclerc TRAITEUR Montauban Sapiac,"1230 Rue de l'Abbaye, 82000 Montauban, France",+33 5 63 22 22 42,https://www-traiteur.leclercdrive.fr/passerelle/passerelle.aspx?param=MAGASIN018261&vue=32,"2,6",Occitanie,Caterer
Rémie Restauration,,+33 9 82 43 14 82,,,Occitanie,Caterer
E.Leclerc TRAITEUR Montauban Aussonne,"445 Rte du N, 82000 Montauban, France",+33 5 63 66 89 77,https://www-traiteur.leclercdrive.fr/passerelle/passerelle.aspx?param=MAGASIN038261&vue=32,1,Occitanie,Caterer
E.Leclerc TRAITEUR Souillac,"2 Av. de Verdun, 46200 Souillac, France",+33 5 65 32 68 03,https://www-traiteur.leclercdrive.fr/passerelle/passerelle.aspx?param=MAGASIN014661&vue=32,,Occitanie,Caterer
E.Leclerc TRAITEUR Tarbes,"1 Rue Jean Perrin, 65000 Tarbes, France",+33 5 62 44 35 35,https://www-traiteur.leclercdrive.fr/passerelle/passerelle.aspx?param=MAGASIN016561&vue=32,4,Occitanie,Caterer
3S Traiteur Chilien,,+33 7 88 89 06 27,,,Occitanie,Caterer
Maison BORRELL,"18 Av. Pierre Fabre, 66650 Banyuls-sur-Mer, France",+33 7 71 63 10 47,https://www.maison-borrell.com/fr/demandes-et-contact.html,,Occitanie,Caterer
E.Leclerc TRAITEUR Gramat,"E.Leclerc TRAITEUR Gramat, 46500 Gramat, France",+33 5 65 33 17 90,https://www-traiteur.leclercdrive.fr/passerelle/passerelle.aspx?param=MAGASIN064661&vue=32,,Occitanie,Caterer
Ioana Traiteur,,+33 6 95 08 01 53,,,Occitanie,Caterer
Locales Pizz,,+33 6 07 24 39 60,https://localespizza.my.canva.site/localespizz,"4,9",Occitanie,Mobile caterer
E.Leclerc TRAITEUR Perpignan Sud,"Av. Victor Dalbiez, 66000 Perpignan, France",+33 4 68 68 32 00,https://www-traiteur.leclercdrive.fr/passerelle/passerelle.aspx?param=MAGASIN016661&vue=32,"2,3",Occitanie,Caterer
Parfums d'Asie • FoodTruck Japonais & Traiteur,,+33 6 25 66 15 74,https://parfums-asie.fr/,5,Occitanie,Caterer
Bamaé Cook,,+33 6 21 68 02 96,,,Occitanie,Mobile caterer
Aux 6ème Sens,,+33 7 69 98 87 76,,5,Occitanie,Caterer
E.Leclerc TRAITEUR Lourdes,"5 Av. François Abadie, 65100 Lourdes, France",+33 5 62 42 77 75,https://www-traiteur.leclercdrive.fr/passerelle/passerelle.aspx?param=MAGASIN026561&vue=32,4,Occitanie,Caterer
Chez Paulo,,+33 7 49 28 88 82,,,Occitanie,Caterer
Toulouse Traiteur,"13 Av. de la Mouyssaguese, 31280 Drémil-Lafage, France",+33 5 61 48 15 41,https://gastonbrandade.com/toulouse,,Occitanie,Caterer
Mouchoux traiteur sucré,,+33 7 67 61 60 77,,,Occitanie,Caterer
Le Crom Traiteur,,+33 6 78 66 24 29,https://le-crom-traiteur.webnode.fr/,"4,9",pays de loire,Caterer
"RestO'ns à la maison, Chef à domicile",,+33 6 51 63 16 51,https://www.chefadomicile-anthony.fr/,5,pays de loire,Caterer
Le Petit Luce,"30 Rue de la Rongère, 44980 Sainte-Luce-sur-Loire, France",+33 2 40 47 95 59,https://traiteur-le-petit-luce.fr/,5,pays de loire,Caterer
LES SAVEURS DE CHEZ NOUS,,+33 7 81 82 03 01,https://www.lessaveursdecheznous.fr/,5,pays de loire,Caterer
Traiteur Lebot,"4 Rue de Bruxelles, 44470 Thouaré-sur-Loire, France",+33 2 40 29 63 09,http://www.traiteur-lebot.com/,"4,9",pays de loire,Caterer
Le Minotaure traiteur,,+33 6 63 18 12 83,,"4,9",pays de loire,Caterer
Coclé,,+33 6 86 67 61 13,http://www.cocle.fr/,"4,9",pays de loire,Caterer
Home Campagne Caterer Except Cadre,"Home Campagne Caterer Except Cadre, 49440 Angrie, France",+33 6 68 50 62 77,http://www.maisondecampagne-traiteur.fr/,5,pays de loire,Caterer
Chef' Adom,"3 Rue du Pont, 44690 La Haie-Fouassière, France",+33 6 71 39 66 74,http://www.chef-adom.fr/,5,pays de loire,Caterer
Votre Paëlla,"7 Rue Claude Monet, 49770 Longuenée-en-Anjou, France",+33 6 81 31 00 98,http://www.paella-a-domicile.com/,"4,8",pays de loire,Caterer
L'Amuse-Bouche - Traiteur local - Cocktail et buffet évenementiel - Nantes,,+33 6 50 92 41 59,https://www.amusebouche-nantes.fr/,5,pays de loire,Caterer
LE P'TIT COUVAIR,"1 Rue de l'Europe, 44150 Vair-sur-Loire, France",+33 2 40 83 09 05,https://le-ptit-couvair-vair-sur-loire.eatbu.com/,"4,9",pays de loire,Caterer
"L'Equilibré, traiteur à Nantes et son vignoble",,+33 6 42 37 56 84,https://www.lequilibrenantais.fr/,"4,8",pays de loire,Caterer
GB TRAITEUR,"11 Rue des Jaunins, 44580 Villeneuve-en-Retz, France",+33 6 63 43 03 00,http://www.gbtraiteur.com/,5,pays de loire,Caterer
Le Carré des Délices,"13 Rue des Coquelicots, 44840 Les Sorinières, France",+33 2 51 12 38 44,https://www.lecarredesdelices.com/,"4,6",pays de loire,Caterer
AG FAIM TRAITEUR,"3 Le Halliou, 44130 Bouvron, France",+33 7 68 57 84 98,https://agfaim-traiteur.fr/,5,pays de loire,Caterer
La Fouée Enchantée - Traiteur,,+33 6 71 08 93 78,,"4,8",pays de loire,Caterer
Atlantic Traiteur,"49 La Nouillère, 44330 Vallet, France",+33 6 26 73 62 38,http://atlantic-traiteur.com/,"4,8",pays de loire,Caterer
CK Traiteur Saint Nazaire,"27 Rue Jacques Daguerre, 44600 Saint-Nazaire, France",+33 2 40 08 24 62,https://cktraiteur.com/,"4,9",pays de loire,Caterer
CK Traiteur Nantes,"9 Rue Louis Delage, 44360 Vigneux-de-Bretagne, France",+33 2 40 08 24 62,http://www.cktraiteur.com/,"4,8",pays de loire,Caterer
Traiteur Multi-Mets Saint-Michel-Chef-Chef,"71 Rue du Haut Village, 44730 Saint-Michel-Chef-Chef, France",+33 2 40 21 21 10,https://www.multimets.fr/,"4,9",pays de loire,Caterer
La Gourmandise - Roland LHOMELET,"17 Chem. des Chardries, 44310 Saint-Philbert-de-Grand-Lieu, France",+33 2 40 04 65 17,,"4,9",pays de loire,Caterer
Madame fait sa fouée,"7 Chem. des Marchés, 44320 Chaumes-en-Retz, France",+33 6 33 93 17 37,https://www.madamefaitsafouee.fr/,"4,9",pays de loire,Caterer
O Saveurs De Berce,"2 Av. de Tours, 72500 Montval-sur-Loir, France",+33 2 43 46 91 82,http://www.osaveursdeberce.fr/,"4,6",pays de loire,Caterer
Globe Traiteur Nantes,,+33 6 79 38 94 92,https://www.globetraiteur.fr/,5,pays de loire,Caterer
Oh My Brunch - Traiteur Nantes,"2 Rue de Bruxelles, 44470 Thouaré-sur-Loire, France",+33 2 28 34 44 26,http://www.ohmybrunch.fr/,"4,9",pays de loire,Caterer
Brison Traiteur Laboratoire & Point de Retrait,"1 Rue Maryse Hilsz, 44980 Sainte-Luce-sur-Loire, France",+33 2 51 82 92 05,http://www.brisontraiteur.com/,"4,6",pays de loire,Caterer
L'Atelier des Saveurs,"10 Rue Chappee, 72380 Sainte-Jamme-sur-Sarthe, France",+33 2 43 23 13 95,https://www.pascaltesson.com/,"4,6",pays de loire,Caterer
Plaisirs & Délices Traiteur,"24 Les Maffois, 49122 Bégrolles-en-Mauges, France",+33 2 78 77 15 09,http://www.plaisirsetdelicestraiteur.com/?utm_source=gmb,"4,5",pays de loire,Caterer
Cuisinier Traiteur Le Fidji,"104 Rue de la Commune de 1871, 44400 Rezé, France",+33 2 40 32 36 02,https://www.le-fidji.fr/,"4,9",pays de loire,Caterer
L'antarès Traiteur,"6 Bis Rue des Thébaudières, 49110 Montrevault-sur-Èvre, France",+33 2 41 71 20 05,http://www.antares-traiteur.fr/,"4,9",pays de loire,Caterer
